Data from Absorbance_149.txt Node
Date: Fri Nov 13 19:46:24 MSK 2020
User: vat
Spectrometer: MAYP114033
Trigger mode: 0
Integration Time (sec): 8,000000E-3
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 3
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
199,4	-0,123
199,9	0,088
200,4	0,013
200,8	0,022
201,3	0,023
201,8	0,046
202,2	0,05
202,7	0,052
203,2	0,043
203,6	0,052
204,1	0,048
204,6	0,041
205	0,025
205,5	0,021
206	0,027
206,4	0,021
206,9	0,019
207,4	0,012
207,8	0,021
208,3	0,025
208,8	0,012
209,2	0,003
209,7	0,003
210,2	-0,004
210,6	0,003
211,1	0,002
211,5	-0,001
212	0,009
212,5	0,012
212,9	0,02
213,4	0,019
213,9	0,023
214,3	0,033
214,8	0,04
215,3	0,04
215,7	0,046
216,2	0,034
216,7	0,036
217,1	0,04
217,6	0,028
218,1	0,016
218,5	0,005
219	0
219,5	0,015
219,9	0,017
220,4	0,014
220,9	0,032
221,3	0,03
221,8	0,036
222,3	0,034
222,7	0,036
223,2	0,061
223,6	0,06
224,1	0,052
224,6	0,069
225	0,083
225,5	0,09
226	0,079
226,4	0,049
226,9	0,048
227,4	0,036
227,8	0,023
228,3	0,024
228,8	0,025
229,2	0,038
229,7	0,048
230,2	0,05
230,6	0,058
231,1	0,072
231,5	0,069
232	0,074
232,5	0,058
232,9	0,065
233,4	0,075
233,9	0,081
234,3	0,078
234,8	0,068
235,3	0,075
235,7	0,086
236,2	0,093
236,7	0,092
237,1	0,094
237,6	0,104
238,1	0,126
238,5	0,117
239	0,121
239,4	0,124
239,9	0,123
240,4	0,122
240,8	0,124
241,3	0,124
241,8	0,141
242,2	0,141
242,7	0,142
243,2	0,151
243,6	0,161
244,1	0,161
244,6	0,16
245	0,154
245,5	0,165
245,9	0,179
246,4	0,183
246,9	0,185
247,3	0,185
247,8	0,189
248,3	0,197
248,7	0,206
249,2	0,204
249,7	0,212
250,1	0,215
250,6	0,223
251	0,224
251,5	0,229
252	0,229
252,4	0,234
252,9	0,236
253,4	0,241
253,8	0,244
254,3	0,253
254,8	0,256
255,2	0,262
255,7	0,268
256,1	0,275
256,6	0,282
257,1	0,289
257,5	0,295
258	0,306
258,5	0,314
258,9	0,323
259,4	0,333
259,9	0,341
260,3	0,353
260,8	0,362
261,2	0,372
261,7	0,381
262,2	0,391
262,6	0,401
263,1	0,411
263,6	0,421
264	0,431
264,5	0,442
264,9	0,455
265,4	0,468
265,9	0,479
266,3	0,492
266,8	0,504
267,3	0,516
267,7	0,527
268,2	0,538
268,7	0,549
269,1	0,561
269,6	0,573
270	0,584
270,5	0,596
271	0,607
271,4	0,617
271,9	0,628
272,4	0,64
272,8	0,651
273,3	0,662
273,7	0,673
274,2	0,685
274,7	0,695
275,1	0,704
275,6	0,713
276,1	0,721
276,5	0,729
277	0,737
277,4	0,743
277,9	0,75
278,4	0,757
278,8	0,763
279,3	0,767
279,8	0,772
280,2	0,776
280,7	0,779
281,1	0,783
281,6	0,786
282,1	0,788
282,5	0,79
283	0,79
283,4	0,79
283,9	0,788
284,4	0,784
284,8	0,78
285,3	0,777
285,8	0,774
286,2	0,77
286,7	0,764
287,1	0,759
287,6	0,752
288,1	0,744
288,5	0,736
289	0,727
289,5	0,717
289,9	0,706
290,4	0,695
290,8	0,683
291,3	0,672
291,8	0,659
292,2	0,645
292,7	0,63
293,1	0,616
293,6	0,602
294,1	0,587
294,5	0,572
295	0,557
295,5	0,541
295,9	0,526
296,4	0,51
296,8	0,493
297,3	0,477
297,8	0,461
298,2	0,445
298,7	0,428
299,1	0,412
299,6	0,396
300,1	0,381
300,5	0,365
301	0,35
301,5	0,335
301,9	0,321
302,4	0,306
302,8	0,293
303,3	0,279
303,8	0,266
304,2	0,254
304,7	0,242
305,1	0,231
305,6	0,22
306,1	0,21
306,5	0,2
307	0,19
307,4	0,18
307,9	0,171
308,4	0,163
308,8	0,154
309,3	0,147
309,8	0,14
310,2	0,133
310,7	0,126
311,1	0,12
311,6	0,114
312,1	0,108
312,5	0,102
313	0,098
313,4	0,093
313,9	0,089
314,4	0,084
314,8	0,08
315,3	0,077
315,7	0,074
316,2	0,07
316,7	0,067
317,1	0,065
317,6	0,063
318	0,061
318,5	0,059
319	0,057
319,4	0,055
319,9	0,053
320,3	0,052
320,8	0,05
321,3	0,048
321,7	0,046
322,2	0,045
322,6	0,044
323,1	0,043
323,6	0,042
324	0,042
324,5	0,041
324,9	0,04
325,4	0,04
325,9	0,039
326,3	0,038
326,8	0,038
327,2	0,037
327,7	0,037
328,2	0,037
328,6	0,036
329,1	0,036
329,5	0,035
330	0,034
330,5	0,034
330,9	0,034
331,4	0,033
331,8	0,033
332,3	0,033
332,8	0,033
333,2	0,032
333,7	0,032
334,1	0,031
334,6	0,031
335,1	0,031
335,5	0,031
336	0,031
336,4	0,031
336,9	0,031
337,4	0,031
337,8	0,03
338,3	0,03
338,7	0,031
339,2	0,031
339,7	0,03
340,1	0,03
340,6	0,03
341	0,03
341,5	0,029
342	0,029
342,4	0,029
342,9	0,029
343,3	0,029
343,8	0,028
344,2	0,028
344,7	0,028
345,2	0,028
345,6	0,028
346,1	0,029
346,5	0,028
347	0,028
347,5	0,028
347,9	0,028
348,4	0,028
348,8	0,027
349,3	0,027
349,8	0,027
350,2	0,027
350,7	0,027
351,1	0,026
351,6	0,027
352	0,026
352,5	0,026
353	0,026
353,4	0,026
